File,Class,IOU Threshold,GT Dist,Pred Dist,Pred-gt,Absolute Relative Error,GT Box 1,GT Box 2,GT Box 3,GT Box 4,Pred Box 1,Pred Box 2,Pred Box 3,Pred Box 4
006756.png,Car,0.5,31,33.003,2.003,0.065,171,174,278,217,185,170,255,220
003673.png,Car,0.5,39,28.835,-10.165,0.261,823,174,912,206,838,161,909,208
003894.png,Car,0.5,6,7.917,1.917,0.320,787,202,1241,374,807,156,1242,375
002352.png,Car,0.5,29,24.901,-4.099,0.141,372,185,445,232,380,173,447,227
002734.png,Car,0.5,13,18.161,5.161,0.397,411,183,536,274,429,174,529,254
004356.png,Car,0.5,11,10.654,-0.346,0.031,348,181,494,306,350,167,485,304
002281.png,Car,0.5,12,13.031,1.031,0.086,224,182,421,283,278,168,399,279
007435.png,Car,0.5,22,33.512,11.512,0.523,718,184,790,238,712,177,779,236
006529.png,Car,0.5,31,29.373,-1.627,0.052,138,190,214,229,141,188,205,234
003023.png,Car,0.5,22,28.031,6.031,0.274,450,182,527,234,468,176,529,229
002257.png,Car,0.5,8,6.700,-1.300,0.162,0,184,309,335,39,166,292,346
002683.png,Car,0.5,13,9.554,-3.446,0.265,586,172,688,268,583,162,687,270
004557.png,Car,0.5,43,37.442,-5.558,0.129,358,185,405,212,355,174,411,214
002907.png,Car,0.5,27,42.171,15.171,0.562,0,177,102,219,37,168,107,217
001967.png,Car,0.5,20,26.741,6.741,0.337,920,181,997,246,921,176,990,246
007348.png,Car,0.5,38,27.084,-10.916,0.287,838,174,931,207,854,161,923,208
002181.png,Car,0.5,11,12.628,1.628,0.148,220,165,424,281,302,169,428,279
000439.png,Car,0.5,14,14.818,0.818,0.058,721,172,817,256,719,168,806,255
002947.png,Car,0.5,2,10.274,8.274,4.137,0,188,253,375,8,172,208,361
005014.png,Car,0.5,8,7.716,-0.284,0.036,740,171,1005,354,755,159,982,348
002923.png,Car,0.5,25,46.214,21.214,0.849,0,179,89,232,20,183,89,232
000007.png,Car,0.5,25,25.295,0.295,0.012,564,174,616,224,568,171,615,227
000531.png,Car,0.5,16,18.097,2.097,0.131,253,187,409,263,252,177,386,270
005052.png,Car,0.5,8,10.394,2.394,0.299,222,186,486,364,239,179,480,341
000361.png,Car,0.5,39,38.620,-0.380,0.010,708,162,794,198,711,161,776,204
006352.png,Car,0.5,14,11.931,-2.069,0.148,225,187,405,281,235,172,383,288
004691.png,Car,0.5,9,7.464,-1.536,0.171,0,173,292,304,56,159,265,324
003265.png,Car,0.5,23,28.988,5.988,0.260,466,180,532,232,465,172,534,242
002385.png,Car,0.5,27,29.643,2.643,0.098,664,175,722,218,663,169,726,221
006167.png,Car,0.5,13,12.427,-0.573,0.044,950,155,1122,269,963,146,1099,260
005379.png,Car,0.5,22,31.111,9.111,0.414,719,180,799,230,713,171,780,229
004938.png,Car,0.5,31,32.301,1.301,0.042,654,172,703,213,653,165,710,206
004526.png,Car,0.5,11,10.503,-0.497,0.045,813,179,947,307,802,172,921,295
000006.png,Car,0.5,31,26.087,-4.913,0.158,505,168,575,209,508,157,578,210
003351.png,Car,0.5,59,36.286,-22.714,0.385,398,179,437,199,396,171,437,210
001370.png,Car,0.5,24,30.021,6.021,0.251,689,179,756,223,683,168,746,221
006273.png,Car,0.5,9,12.496,3.496,0.388,904,176,1241,303,946,157,1196,335
003504.png,Car,0.5,15,18.299,3.299,0.220,52,177,249,254,62,169,186,260
001310.png,Car,0.5,6,8.536,2.536,0.423,0,199,266,374,27,190,252,375
003879.png,Car,0.5,13,12.313,-0.687,0.053,694,179,814,268,704,164,805,280
001010.png,Car,0.5,9,8.733,-0.267,0.030,146,173,391,328,169,163,379,332
000867.png,Car,0.5,14,14.964,0.964,0.069,340,182,483,269,360,179,475,272
003442.png,Car,0.5,28,28.549,0.549,0.020,648,169,701,220,652,170,710,220
000191.png,Car,0.5,14,12.980,-1.020,0.073,373,190,501,272,384,179,488,275
002257.png,Car,0.5,10,9.028,-0.972,0.097,733,190,899,306,755,174,899,316
005796.png,Car,0.5,3,3.557,0.557,0.186,0,201,303,369,27,200,272,370
004375.png,Car,0.5,32,25.315,-6.685,0.209,533,172,576,208,526,165,574,214
007350.png,Car,0.5,25,25.350,0.350,0.014,461,185,529,230,466,178,528,227
003984.png,Car,0.5,7,9.932,2.932,0.419,746,195,1054,374,768,190,982,349
003745.png,Car,0.5,6,6.926,0.926,0.154,0,194,355,374,23,180,317,363
000797.png,Car,0.5,16,15.617,-0.383,0.024,297,190,424,288,291,182,417,283
000142.png,Car,0.5,5,7.466,2.466,0.493,835,166,1241,374,866,174,1176,368
002824.png,Car,0.5,14,12.822,-1.178,0.084,422,194,558,289,413,187,545,288
007208.png,Car,0.5,29,25.941,-3.059,0.105,448,182,537,219,465,174,531,224
007182.png,Car,0.5,7,10.171,3.171,0.453,157,176,470,374,259,180,470,346
002573.png,Car,0.5,24,25.603,1.603,0.067,578,176,630,225,580,173,636,220
005371.png,Car,0.5,8,8.608,0.608,0.076,744,182,1013,347,761,174,993,350
000905.png,Car,0.5,32,31.570,-0.430,0.013,411,193,453,233,412,181,452,236
001757.png,Car,0.5,40,39.156,-0.844,0.021,267,188,336,226,271,187,333,232
004301.png,Car,0.5,28,29.145,1.145,0.041,666,180,720,222,665,174,723,227
001505.png,Car,0.5,14,14.648,0.648,0.046,399,189,513,278,386,180,497,274
007193.png,Car,0.5,29,29.077,0.077,0.003,184,200,273,245,187,189,257,242
002157.png,Car,0.5,51,37.401,-13.599,0.267,408,182,468,205,408,181,463,218
004988.png,Car,0.5,20,38.552,18.552,0.928,641,170,738,240,639,169,720,231
002803.png,Car,0.5,25,25.953,0.953,0.038,574,171,625,222,577,170,618,223
000531.png,Car,0.5,16,18.461,2.461,0.154,851,173,1004,248,869,158,996,241
003984.png,Car,0.5,18,15.117,-2.883,0.160,259,181,448,248,318,174,444,255
006895.png,Car,0.5,9,13.788,4.788,0.532,0,198,148,324,0,192,144,325
000857.png,Car,0.5,15,16.881,1.881,0.125,80,206,243,294,120,194,247,283
001372.png,Car,0.5,31,33.238,2.238,0.072,660,174,707,212,657,173,708,213
006224.png,Car,0.5,24,25.800,1.800,0.075,591,177,644,221,583,169,642,222
007161.png,Car,0.5,6,7.894,1.894,0.316,0,194,377,373,0,133,389,374
005490.png,Car,0.5,14,18.039,4.039,0.288,148,198,370,289,149,195,290,290
001075.png,Car,0.5,41,31.642,-9.358,0.228,330,184,384,214,322,176,378,217
006260.png,Car,0.5,12,9.284,-2.716,0.226,593,180,709,289,590,167,694,295
005453.png,Car,0.5,36,36.576,0.576,0.016,466,175,521,205,469,167,521,201
006999.png,Car,0.5,44,39.282,-4.718,0.107,598,177,627,205,602,170,625,200
004852.png,Car,0.5,56,49.434,-6.566,0.117,590,176,613,198,589,170,611,196
007200.png,Car,0.5,9,8.985,-0.015,0.002,0,203,310,357,48,189,283,349
003065.png,Car,0.5,3,4.082,1.082,0.361,0,200,303,369,28,200,271,370
002652.png,Car,0.5,6,8.218,2.218,0.370,0,173,223,374,12,176,215,353
003310.png,Car,0.5,23,29.337,6.337,0.276,634,179,701,228,636,173,697,230
007191.png,Car,0.5,16,15.383,-0.617,0.039,388,165,514,266,386,155,508,271
002845.png,Car,0.5,14,14.162,0.162,0.012,406,185,511,262,387,176,501,270
004758.png,Car,0.5,10,11.972,1.972,0.197,0,182,274,322,51,182,253,319
006317.png,Car,0.5,35,35.567,0.567,0.016,688,164,742,203,686,164,740,203
004331.png,Car,0.5,2,3.794,1.794,0.897,0,190,360,374,41,176,298,364
001956.png,Car,0.5,24,31.101,7.101,0.296,563,175,615,225,568,178,616,224
003280.png,Car,0.5,12,11.232,-0.768,0.064,689,165,827,287,706,165,820,288
002444.png,Car,0.5,32,33.238,1.238,0.039,517,183,563,213,500,173,561,215
002812.png,Car,0.5,24,30.016,6.016,0.251,336,179,446,227,385,175,449,227
006260.png,Car,0.5,15,19.505,4.505,0.300,13,199,218,278,84,192,213,268
007350.png,Car,0.5,20,32.225,12.225,0.611,721,183,797,239,712,177,778,237
002181.png,Car,0.5,38,26.024,-11.976,0.315,499,169,567,197,498,168,561,218
004401.png,Car,0.5,15,14.023,-0.977,0.065,690,194,807,277,711,186,823,288
004691.png,Car,0.5,31,37.426,6.426,0.207,715,177,797,212,730,166,794,218
005495.png,Car,0.5,3,4.229,1.229,0.410,0,199,302,369,28,199,270,370
003758.png,Car,0.5,21,24.529,3.529,0.168,597,177,659,228,598,168,660,230
000666.png,Car,0.5,32,38.367,6.367,0.199,821,150,899,199,839,149,908,202
007350.png,Car,0.5,31,30.426,-0.574,0.019,496,183,551,219,505,179,559,216
000587.png,Car,0.5,40,31.971,-8.029,0.201,523,168,562,206,525,167,566,203
006167.png,Car,0.5,19,21.904,2.904,0.153,701,173,774,231,709,169,772,231
002096.png,Car,0.5,9,7.731,-1.269,0.141,788,184,1031,322,791,171,1013,316
004612.png,Car,0.5,18,34.170,16.170,0.898,0,177,73,236,4,181,69,233
005053.png,Car,0.5,28,26.205,-1.795,0.064,560,177,608,221,561,172,603,219
004072.png,Car,0.5,38,34.321,-3.679,0.097,617,183,701,212,635,174,692,214
005687.png,Car,0.5,22,28.939,6.939,0.315,478,183,553,234,501,180,557,224
001637.png,Car,0.5,21,24.462,3.462,0.165,573,179,644,239,579,172,643,241
002812.png,Car,0.5,33,34.652,1.652,0.050,409,177,497,211,440,178,495,214
000142.png,Car,0.5,12,12.622,0.622,0.052,197,186,398,301,239,177,372,291
002401.png,Car,0.5,11,11.613,0.613,0.056,284,178,458,313,278,176,467,326
005178.png,Car,0.5,19,20.521,1.521,0.080,6,169,181,257,11,169,149,256
003564.png,Car,0.5,38,27.247,-10.753,0.283,639,178,718,211,651,179,707,221
006589.png,Car,0.5,35,26.665,-8.335,0.238,490,171,565,200,503,167,562,218
000834.png,Car,0.5,56,59.107,3.107,0.055,547,177,572,199,551,172,570,196
002468.png,Car,0.5,11,7.265,-3.735,0.340,739,181,900,291,762,179,881,294
002476.png,Car,0.5,4,8.956,4.956,1.239,866,182,1241,374,883,176,1163,375
007048.png,Car,0.5,35,32.613,-2.387,0.068,1090,179,1154,211,1086,169,1153,225
001771.png,Car,0.5,24,28.320,4.320,0.180,524,165,596,218,527,163,593,225
005589.png,Car,0.5,34,33.642,-0.358,0.011,647,181,687,214,644,179,684,215
002157.png,Car,0.5,31,26.808,-4.192,0.135,651,178,699,215,648,174,681,214
002072.png,Car,0.5,7,9.366,2.366,0.338,132,189,419,362,159,175,408,357
001855.png,Car,0.5,27,27.019,0.019,0.001,455,182,512,221,455,175,514,226
002812.png,Car,0.5,22,28.286,6.286,0.286,637,179,707,230,643,170,707,232
001485.png,Car,0.5,41,37.689,-3.311,0.081,288,186,348,217,290,179,345,214
006871.png,Car,0.5,14,16.243,2.243,0.160,279,191,412,269,277,179,410,271
005871.png,Car,0.5,15,15.408,0.408,0.027,227,176,398,280,264,169,397,287
001170.png,Car,0.5,35,30.177,-4.823,0.138,591,161,633,196,592,156,630,198
000732.png,Car,0.5,24,25.433,1.433,0.060,585,178,639,222,581,170,641,223
002281.png,Car,0.5,33,25.610,-7.390,0.224,460,178,538,210,465,171,528,220
000323.png,Car,0.5,13,14.490,1.490,0.115,960,157,1142,258,989,155,1127,257
007475.png,Car,0.5,22,27.315,5.315,0.242,674,180,737,235,675,181,739,236
000623.png,Car,0.5,1,4.628,3.628,3.628,1006,208,1241,374,1014,162,1227,375
004493.png,Car,0.5,17,20.811,3.811,0.224,798,176,961,242,803,165,927,246
000511.png,Car,0.5,28,39.084,11.084,0.396,0,186,80,227,10,183,76,232
004369.png,Car,0.5,35,34.225,-0.775,0.022,634,184,675,213,634,173,690,213
004632.png,Car,0.5,36,29.288,-6.712,0.186,496,172,540,204,489,164,541,198
004732.png,Car,0.5,8,9.729,1.729,0.216,184,196,470,374,195,184,433,366
003619.png,Car,0.5,35,35.849,0.849,0.024,439,183,485,214,436,174,490,212
006588.png,Car,0.5,9,15.307,6.307,0.701,0,197,222,327,12,166,193,332
004174.png,Car,0.5,16,16.727,0.727,0.045,433,178,541,258,435,173,534,258
000988.png,Car,0.5,18,33.047,15.047,0.836,0,191,77,253,0,194,60,253
001936.png,Car,0.5,44,40.929,-3.071,0.070,599,175,627,203,598,170,625,199
002734.png,Car,0.5,8,11.130,3.130,0.391,0,190,222,332,12,178,209,337
007464.png,Car,0.5,7,8.977,1.977,0.282,0,192,357,373,26,168,330,364
000540.png,Car,0.5,24,30.631,6.631,0.276,663,183,728,227,666,167,726,231
002832.png,Car,0.5,5,6.334,1.334,0.267,999,168,1241,374,1013,151,1230,375
003701.png,Car,0.5,8,7.753,-0.247,0.031,76,169,416,370,94,172,382,350
000867.png,Car,0.5,26,38.456,12.456,0.479,806,168,903,214,819,168,889,219
001596.png,Car,0.5,9,8.661,-0.339,0.038,767,180,1004,339,777,171,1009,336
002662.png,Car,0.5,9,5.979,-3.021,0.336,90,186,350,332,114,168,335,339
006389.png,Car,0.5,16,18.049,2.049,0.128,45,193,233,266,113,180,234,267
003847.png,Car,0.5,5,7.417,2.417,0.483,0,196,339,374,32,183,304,364
004369.png,Car,0.5,9,8.991,-0.009,0.001,947,191,1241,318,961,167,1196,336
001143.png,Car,0.5,47,47.209,0.209,0.004,587,168,614,195,587,169,609,194
006520.png,Car,0.5,8,11.837,3.837,0.480,819,192,1241,350,870,155,1165,372
004528.png,Car,0.5,40,32.545,-7.455,0.186,291,183,358,212,304,177,361,214
000231.png,Car,0.5,23,20.402,-2.598,0.113,559,184,612,227,558,161,603,223
006520.png,Car,0.5,21,28.205,7.205,0.343,671,186,802,241,677,185,744,242
003894.png,Car,0.5,24,27.096,3.096,0.129,421,175,483,236,421,172,484,231
001241.png,Car,0.5,14,13.716,-0.284,0.020,633,181,752,258,645,171,754,263
003187.png,Car,0.5,29,28.261,-0.739,0.025,570,174,616,216,568,162,623,210
004119.png,Car,0.5,24,34.381,10.381,0.433,437,181,488,227,428,168,493,221
006728.png,Car,0.5,26,27.063,1.063,0.041,654,172,714,224,666,174,730,228
002683.png,Car,0.5,17,18.882,1.882,0.111,63,177,243,256,113,170,236,249
005052.png,Car,0.5,22,31.021,9.021,0.410,662,179,738,236,666,171,726,229
005721.png,Car,0.5,31,30.397,-0.603,0.019,390,182,462,220,402,173,469,226
004752.png,Car,0.5,9,7.818,-1.182,0.131,766,180,1012,328,778,171,1002,334
002832.png,Car,0.5,33,32.047,-0.953,0.029,363,180,432,214,374,173,429,213
005854.png,Car,0.5,12,14.360,2.360,0.197,342,191,506,303,336,181,498,305
004397.png,Car,0.5,40,35.080,-4.920,0.123,589,178,620,209,585,166,619,203
006506.png,Car,0.5,25,32.657,7.657,0.306,420,174,534,219,427,165,501,224
006055.png,Car,0.5,11,9.834,-1.166,0.106,318,194,490,309,336,185,470,302
005876.png,Car,0.5,28,32.217,4.217,0.151,675,173,727,215,682,167,735,216
000357.png,Car,0.5,8,15.627,7.627,0.953,0,179,106,310,0,180,99,296
007193.png,Car,0.5,29,30.388,1.388,0.048,77,207,189,249,119,203,187,250
003606.png,Car,0.5,42,34.568,-7.432,0.177,582,187,619,214,584,177,616,215
001614.png,Car,0.5,14,13.844,-0.156,0.011,583,186,762,282,587,172,739,283
007050.png,Car,0.5,23,39.908,16.908,0.735,0,184,52,235,0,181,57,230
006589.png,Car,0.5,12,15.060,3.060,0.255,779,186,945,282,775,174,900,274
005143.png,Car,0.5,33,28.810,-4.190,0.127,504,182,548,214,507,165,546,215
001136.png,Car,0.5,7,8.276,1.276,0.182,0,206,233,374,16,178,227,359
006430.png,Car,0.5,25,23.974,-1.026,0.041,588,171,639,217,584,166,643,221
007392.png,Car,0.5,33,36.688,3.688,0.112,812,151,884,198,824,149,893,202
000886.png,Car,0.5,49,44.842,-4.158,0.085,274,172,321,195,266,161,315,194
001349.png,Car,0.5,32,33.417,1.417,0.044,658,175,741,209,679,170,741,217
000798.png,Car,0.5,9,10.728,1.728,0.192,0,208,281,360,53,196,264,345
004344.png,Car,0.5,37,32.740,-4.260,0.115,154,187,224,217,174,178,234,218
005379.png,Car,0.5,10,11.049,1.049,0.105,234,189,469,322,255,184,462,339
000531.png,Car,0.5,23,32.307,9.307,0.405,502,173,570,221,497,167,562,222
004433.png,Car,0.5,4,8.172,4.172,1.043,861,188,1241,374,919,156,1199,375
004669.png,Car,0.5,47,46.171,-0.829,0.018,590,172,616,199,589,170,610,198
001618.png,Car,0.5,8,8.957,0.957,0.120,822,184,1083,342,833,159,1091,357
005382.png,Car,0.5,30,27.912,-2.088,0.070,451,167,539,212,468,166,531,220
001855.png,Car,0.5,5,9.599,4.599,0.920,0,183,317,375,42,175,280,359
000685.png,Car,0.5,16,17.122,1.122,0.070,576,171,681,249,581,164,677,248
002138.png,Car,0.5,6,6.536,0.536,0.089,864,179,1241,374,945,148,1197,375
002923.png,Car,0.5,26,24.259,-1.741,0.067,582,177,630,225,572,165,624,224
005626.png,Car,0.5,44,37.212,-6.788,0.154,697,175,737,200,688,165,742,202
002318.png,Car,0.5,40,29.225,-10.775,0.269,396,179,445,205,389,165,445,207
006755.png,Car,0.5,20,28.782,8.782,0.439,676,181,751,240,678,171,752,243
004301.png,Car,0.5,14,15.881,1.881,0.134,416,184,551,271,420,180,529,276
003758.png,Car,0.5,7,10.556,3.556,0.508,850,170,1241,374,878,154,1176,364
002064.png,Car,0.5,10,9.744,-0.256,0.026,188,182,420,323,199,160,414,319
000871.png,Car,0.5,30,25.138,-4.862,0.162,590,179,632,221,588,165,634,222
003546.png,Car,0.5,8,10.178,2.178,0.272,216,185,487,368,258,180,479,353
002753.png,Car,0.5,12,12.093,0.093,0.008,226,191,420,290,238,183,392,288
000867.png,Car,0.5,21,24.576,3.576,0.170,671,176,746,235,674,169,741,234
003908.png,Car,0.5,33,32.803,-0.197,0.006,386,176,469,212,406,177,464,216
000231.png,Car,0.5,24,31.304,7.304,0.304,133,182,244,236,169,177,248,239
006055.png,Car,0.5,15,13.907,-1.093,0.073,419,187,533,264,417,178,526,272
005713.png,Car,0.5,41,34.053,-6.947,0.169,594,177,625,207,592,165,628,204
006597.png,Car,0.5,6,9.107,3.107,0.518,771,173,1172,374,815,157,1099,370
000403.png,Car,0.5,18,22.833,4.833,0.269,443,181,517,247,446,181,515,250
004121.png,Car,0.5,32,38.987,6.987,0.218,0,197,104,239,37,186,106,236
004277.png,Car,0.5,33,27.926,-5.074,0.154,529,167,566,199,526,157,570,201
002352.png,Car,0.5,20,18.122,-1.878,0.094,239,169,367,253,249,172,370,252
003298.png,Car,0.5,5,11.649,6.649,1.330,0,206,108,374,1,200,93,375
005366.png,Car,0.5,22,30.816,8.816,0.401,434,185,509,234,437,178,501,227
007458.png,Car,0.5,27,27.577,0.577,0.021,715,169,826,218,725,166,797,227
006589.png,Car,0.5,7,7.784,0.784,0.112,42,181,325,370,32,171,292,356
004434.png,Car,0.5,15,15.293,0.293,0.020,356,190,479,266,359,177,469,274
004803.png,Car,0.5,4,7.498,3.498,0.874,0,158,360,374,31,162,318,375
001593.png,Car,0.5,18,20.369,2.369,0.132,470,192,554,261,475,190,548,257
001241.png,Car,0.5,26,26.107,0.107,0.004,711,170,815,215,731,168,794,216
002847.png,Car,0.5,37,32.991,-4.009,0.108,574,173,610,206,570,165,620,204
006707.png,Car,0.5,11,13.677,2.677,0.243,722,181,932,295,723,147,910,318
003998.png,Car,0.5,7,9.987,2.987,0.427,127,185,478,374,159,168,447,365
005073.png,Car,0.5,24,30.968,6.968,0.290,337,182,422,229,338,176,401,228
001437.png,Car,0.5,49,55.664,6.664,0.136,569,176,599,197,571,169,591,195
001493.png,Car,0.5,39,36.316,-2.684,0.069,135,184,196,214,126,177,187,220
002865.png,Car,0.5,36,37.185,1.185,0.033,399,174,490,213,415,172,481,215
000706.png,Car,0.5,17,15.084,-1.916,0.113,692,185,785,256,691,176,784,255
004817.png,Car,0.5,33,32.916,-0.084,0.003,607,183,644,217,609,177,645,216
000297.png,Car,0.5,39,31.077,-7.923,0.203,412,186,460,217,407,174,465,222
004344.png,Car,0.5,26,36.460,10.460,0.402,0,189,87,233,9,186,75,232
002715.png,Car,0.5,39,34.295,-4.705,0.121,316,181,378,211,325,174,381,215
001584.png,Car,0.5,10,15.436,5.436,0.544,132,199,379,334,143,188,347,334
001093.png,Car,0.5,32,26.307,-5.693,0.178,591,173,630,212,594,163,632,219
000049.png,Car,0.5,32,25.774,-6.226,0.195,473,171,556,203,485,165,548,219
002832.png,Car,0.5,22,35.385,13.385,0.608,710,168,827,221,756,164,823,221
001596.png,Car,0.5,4,8.424,4.424,1.106,903,200,1241,374,940,159,1201,375
005571.png,Car,0.5,14,18.321,4.321,0.309,0,195,92,284,0,188,92,287
002495.png,Car,0.5,4,10.903,6.903,1.726,824,182,1241,374,874,178,1165,374
001872.png,Car,0.5,9,9.481,0.481,0.053,221,183,458,350,213,181,419,341
004817.png,Car,0.5,11,12.955,1.955,0.178,284,207,446,309,278,196,427,318
000032.png,Car,0.5,13,13.306,0.306,0.024,711,180,863,273,714,167,814,260
007284.png,Car,0.5,24,36.598,12.598,0.525,66,198,188,244,89,195,158,241
004587.png,Car,0.5,8,7.719,-0.281,0.035,553,185,722,345,531,172,729,352
006530.png,Car,0.5,7,6.500,-0.500,0.071,762,163,1089,361,811,143,1076,358
001671.png,Car,0.5,17,17.573,0.573,0.034,270,192,411,269,273,186,399,272
000013.png,Car,0.5,20,23.227,3.227,0.161,455,183,533,241,458,175,533,248
003744.png,Car,0.5,27,29.526,2.526,0.094,650,176,701,220,652,172,709,228
000732.png,Car,0.5,37,29.423,-7.577,0.205,482,167,555,203,484,161,547,208
003056.png,Car,0.5,15,15.444,0.444,0.030,305,180,430,255,316,175,425,254
007182.png,Car,0.5,39,36.999,-2.001,0.051,548,168,582,199,548,158,584,195
000798.png,Car,0.5,22,28.168,6.168,0.280,377,189,469,240,384,186,457,240
002495.png,Car,0.5,38,29.435,-8.565,0.225,447,173,522,209,451,169,520,230
004238.png,Car,0.5,8,9.773,1.773,0.222,257,182,493,353,267,178,476,342
001493.png,Car,0.5,28,41.251,13.251,0.473,0,191,71,230,8,185,73,232
006260.png,Car,0.5,20,31.524,11.524,0.576,723,173,850,232,724,172,794,228
005073.png,Car,0.5,31,25.126,-5.874,0.189,576,177,619,216,576,166,613,216
005498.png,Car,0.5,24,28.235,4.235,0.176,434,183,501,228,434,177,495,228
002040.png,Car,0.5,34,31.149,-2.851,0.084,168,202,254,238,187,190,255,238
007475.png,Car,0.5,10,11.644,1.644,0.164,0,196,257,339,43,183,251,349
000685.png,Car,0.5,5,7.056,2.056,0.411,904,172,1241,374,931,154,1203,375
005236.png,Car,0.5,21,29.331,8.331,0.397,794,184,930,237,808,179,880,237
005291.png,Car,0.5,4,6.081,2.081,0.520,902,197,1223,369,937,138,1184,370
003565.png,Car,0.5,16,24.452,8.452,0.528,670,185,770,262,675,181,750,248
001989.png,Car,0.5,36,32.781,-3.219,0.089,800,191,872,220,805,173,876,226
001346.png,Car,0.5,21,25.615,4.615,0.220,214,191,308,249,215,188,285,238
001838.png,Car,0.5,8,11.768,3.768,0.471,989,164,1241,311,1034,145,1227,332
006562.png,Car,0.5,32,37.456,5.456,0.170,663,173,748,208,680,165,744,214
002775.png,Car,0.5,38,31.603,-6.397,0.168,533,178,574,209,534,171,567,208
004811.png,Car,0.5,10,11.402,1.402,0.140,128,182,398,338,171,166,390,330
001138.png,Car,0.5,8,13.805,5.805,0.726,102,183,386,343,119,176,350,347
005409.png,Car,0.5,21,26.319,5.319,0.253,528,179,616,239,534,175,605,238
002340.png,Car,0.5,9,9.784,0.784,0.087,0,190,223,308,21,157,214,325
000877.png,Car,0.5,33,34.517,1.517,0.046,369,187,431,225,371,177,429,224
005687.png,Car,0.5,14,18.467,4.467,0.319,382,173,512,275,382,174,496,275
006470.png,Car,0.5,22,42.740,20.740,0.943,479,183,557,237,494,185,566,230
003588.png,Car,0.5,22,25.951,3.951,0.180,463,181,529,229,464,172,526,227
004238.png,Car,0.5,24,29.257,5.257,0.219,638,182,700,232,644,174,713,238
003056.png,Car,0.5,20,25.861,5.861,0.293,380,177,473,235,404,169,471,233
006775.png,Car,0.5,15,14.871,-0.129,0.009,482,179,623,259,487,177,613,255
004896.png,Car,0.5,18,16.486,-1.514,0.084,158,163,330,236,177,167,313,251
003314.png,Car,0.5,24,26.326,2.326,0.097,577,169,631,222,578,167,620,223
006248.png,Car,0.5,45,43.930,-1.070,0.024,130,159,205,200,143,158,199,196
000284.png,Car,0.5,26,35.082,9.082,0.349,645,182,708,225,647,175,708,228
003901.png,Car,0.5,20,32.571,12.571,0.629,686,184,762,236,686,171,745,228
004587.png,Car,0.5,3,7.993,4.993,1.664,0,181,318,374,18,162,299,375
007271.png,Car,0.5,16,21.098,5.098,0.319,0,178,162,253,23,173,139,252
006310.png,Car,0.5,24,30.750,6.750,0.281,240,205,328,261,269,201,332,250
005616.png,Car,0.5,30,27.447,-2.553,0.085,452,177,502,219,437,175,498,228
006389.png,Car,0.5,4,7.390,3.390,0.847,1147,176,1241,374,1131,151,1242,375
004760.png,Car,0.5,12,11.918,-0.082,0.007,318,171,464,288,333,162,461,285
007458.png,Car,0.5,9,6.354,-2.646,0.294,0,166,323,313,47,161,277,344
004256.png,Car,0.5,47,45.247,-1.753,0.037,589,173,615,199,590,169,611,198
006755.png,Car,0.5,6,11.371,5.371,0.895,785,184,1153,374,814,165,1108,363
006334.png,Car,0.5,5,6.700,1.700,0.340,838,182,1241,374,855,120,1214,375
003270.png,Car,0.5,35,32.856,-2.144,0.061,488,170,534,201,485,160,543,202
004556.png,Car,0.5,17,19.936,2.936,0.173,0,188,177,267,50,183,173,267
003280.png,Car,0.5,26,25.428,-0.572,0.022,500,187,554,231,497,185,558,235
004995.png,Car,0.5,25,33.906,8.906,0.356,61,202,193,250,72,199,142,249
003115.png,Car,0.5,16,16.183,0.183,0.011,142,185,353,257,214,178,344,254
000191.png,Car,0.5,30,31.429,1.429,0.048,462,184,518,221,469,176,524,220
004370.png,Car,0.5,31,33.855,2.855,0.092,583,183,626,219,565,174,626,221
005718.png,Car,0.5,5,7.396,2.396,0.479,922,155,1241,374,942,150,1211,366
005073.png,Car,0.5,15,13.595,-1.405,0.094,376,184,494,261,386,170,488,263
003894.png,Car,0.5,11,10.889,-0.111,0.010,708,191,892,307,716,178,914,326
007297.png,Car,0.5,24,22.902,-1.098,0.046,489,181,544,228,484,172,547,228
002318.png,Car,0.5,33,33.193,0.193,0.006,343,176,408,214,354,171,416,215
001140.png,Car,0.5,14,14.364,0.364,0.026,706,174,840,264,715,171,819,260
007437.png,Car,0.5,15,16.984,1.984,0.132,735,172,858,248,742,152,853,249
007217.png,Car,0.5,7,6.572,-0.428,0.061,976,181,1214,374,966,158,1215,373
007315.png,Car,0.5,17,16.930,-0.070,0.004,756,170,933,247,768,172,891,251
002301.png,Car,0.5,21,22.055,1.055,0.050,599,175,660,233,598,172,660,233
004301.png,Car,0.5,9,11.543,2.543,0.283,281,184,503,334,284,180,479,337
004344.png,Car,0.5,32,38.322,6.322,0.198,76,187,161,223,76,177,139,223
006789.png,Car,0.5,4,9.773,5.773,1.443,0,203,253,375,35,125,254,357
007027.png,Car,0.5,9,10.333,1.333,0.148,705,180,916,314,710,172,919,321
004119.png,Car,0.5,33,32.571,-0.429,0.013,338,180,425,214,354,166,420,217
001584.png,Car,0.5,15,15.724,0.724,0.048,309,191,450,274,319,182,448,275
001116.png,Car,0.5,21,22.625,1.625,0.077,484,183,555,241,493,179,562,246
004250.png,Car,0.5,28,25.680,-2.320,0.083,548,156,597,207,543,152,603,210
003351.png,Car,0.5,25,30.437,5.437,0.217,182,189,284,235,189,182,254,233
